gene	Apical progenitors	Astrocytes	CThPN	Cajal Retzius cells	Cycling glial cells	DL CPN	DL_CPN_1	DL_CPN_2	Doublet	Endothelial cells	Ependymocytes	Immature neurons	Intermediate progenitors	Interneurons	Layer 4	Layer 6b	Low quality cells	Microglia	Migrating neurons	NP	Oligodendrocytes	Pericytes	Red blood cells	SCPN	UL CPN	VLMC
Rusc1	0.0	0.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Tpp1		1.0	0.0			0.0						0.0			0.0		0.0	1.0	0.0	0.0				0.0	0.0	
Hspa12a	0.0	0.0	1.0								0.0		0.0			1.0		0.0		1.0			0.0	1.0		
Atp2c1	0.0						1.0	1.0	1.0						1.0	1.0		1.0				1.0				
Lamp2	0.0	1.0	0.0			0.0				1.0	1.0	0.0	0.0		0.0			1.0	0.0	0.0		1.0		0.0	0.0	
Cyb5b	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0									1.0	
Kcnab3											0.0						0.0	0.0				0.0	0.0			0.0
Rabl2		0.0				1.0	1.0	1.0			1.0	0.0	0.0		1.0				0.0				0.0			
Cacna1e	0.0	0.0	1.0				1.0						0.0		1.0	1.0			0.0	1.0			0.0	1.0		0.0
A930015D03Rik	0.0	0.0	0.0		0.0	0.0					0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Gprc5b		1.0	0.0			0.0	0.0						1.0		0.0	0.0				0.0				0.0	0.0	
Vps26b			1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Slc37a3							1.0	1.0															0.0			
Slc35d1	1.0	1.0												0.0			0.0		0.0				0.0		0.0	
Tmpo	1.0	1.0		1.0	1.0				1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0
Rassf1										1.0												1.0				
Ston2		0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
4930430F08Rik																										
N6amt2	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Resp18	0.0	0.0	1.0		0.0					0.0	0.0		0.0			1.0	0.0	0.0	0.0		1.0	0.0	0.0			0.0
Adrbk1							1.0																			
Fyn		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Tmem147os	0.0		1.0			1.0		0.0							1.0		0.0	0.0					0.0	1.0	1.0	0.0
Faim2	0.0		1.0			1.0	1.0	1.0		0.0			0.0			1.0		0.0	0.0	1.0			0.0			0.0
Zfp704	0.0					1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0					1.0			1.0	1.0	
Cacng8										0.0								0.0				0.0	0.0			0.0
Ptgr1			0.0			0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Gpr37	0.0				0.0	1.0				0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0
Mex3a	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Rgs3		1.0	0.0				1.0						1.0		1.0				0.0	0.0		1.0	0.0		1.0	
Ube2f	1.0	1.0			1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0				0.0	1.0	1.0				
Pnmal2	0.0		1.0	1.0		1.0	1.0	1.0			0.0	1.0	0.0		1.0	1.0				1.0			0.0		1.0	
Eci1	1.0	1.0	0.0		1.0	0.0					1.0				0.0					0.0				0.0	0.0	
Gm9803																										
Atp11a																	0.0						0.0			
Klhl26																							0.0			
Chmp4b	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Sumf2																							0.0			
RP24-136L4.5	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Akap6							1.0	1.0		0.0								0.0					0.0			0.0
Pde10a								1.0			1.0			1.0		1.0										
Ptbp1	1.0	1.0	0.0		1.0	0.0			1.0	1.0	1.0	0.0	1.0		0.0					0.0		1.0		0.0	0.0	1.0
Ngef	0.0	1.0	1.0	0.0			1.0	1.0		0.0		0.0	0.0		1.0	1.0		0.0	0.0				0.0			0.0
Pdlim5		1.0	0.0			0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Prkg2		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Trpv2	0.0	0.0	1.0		0.0	1.0					0.0		0.0		1.0		0.0		0.0				0.0	1.0	1.0	0.0
Relb	0.0	0.0	0.0									0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Cdh11																1.0		0.0				1.0	0.0			1.0
9330121J05Rik	0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Immp1l	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0		1.0	1.0	
Taco1os	0.0					1.0						0.0	0.0		1.0		0.0		0.0				0.0			0.0
Slc6a11	0.0	1.0					1.0	1.0		0.0		0.0	0.0					0.0	0.0	0.0			0.0	0.0		0.0
Airn	0.0		0.0	0.0		0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Nppc	0.0	0.0	1.0			1.0		1.0		0.0			0.0				0.0	0.0	0.0			0.0	0.0			0.0
Ctage5																										
Esco2	1.0		0.0	0.0	1.0	0.0	0.0	0.0			0.0	0.0	1.0		0.0	0.0			0.0	0.0				0.0	0.0	
Wdr5																										
Mfsd12	0.0	0.0				1.0							0.0		1.0		0.0		0.0				0.0			
A930024E05Rik	0.0	0.0	0.0			0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0
Mical1																										
Rnf26	1.0	1.0			1.0		1.0	1.0	1.0		1.0				1.0	1.0			0.0		1.0					
3110082J24Rik	1.0	1.0	0.0			0.0	0.0	0.0		0.0		0.0			0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Rwdd2b											0.0											0.0	0.0			
Tmem151b							1.0									1.0		0.0					0.0			0.0
Siah1b					1.0																					
Lypd6b	0.0	0.0		0.0	0.0	1.0		1.0		0.0	0.0					1.0		0.0		0.0		0.0	0.0			0.0
Clint1											1.0															
Gpr12	0.0	0.0	1.0			1.0	1.0	1.0		0.0	0.0		0.0		1.0	1.0			0.0	1.0	0.0		0.0	1.0	1.0	0.0
Neurl1b	0.0	0.0	1.0			1.0					0.0		0.0		1.0		0.0	0.0	0.0				0.0	1.0		0.0
Mkks		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0				1.0	1.0	
Hdac1	1.0	1.0	0.0		1.0				1.0	1.0	1.0		1.0						1.0	0.0	1.0	1.0			0.0	1.0
Arpp21	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Tmeff2	0.0		1.0			0.0				0.0			0.0		1.0	1.0			0.0			0.0	0.0	1.0	1.0	0.0
Nxpe4	0.0		0.0	0.0		0.0						0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Cend1	0.0		1.0	1.0		1.0	1.0	1.0	1.0				0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Brd7	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0		1.0	1.0		1.0		
Otulin																										
Rras			0.0			0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Ift46		1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Ppp1r37							1.0	1.0	1.0							1.0										
BC030867		0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Mcm4	1.0		0.0		1.0	0.0						0.0			0.0				0.0	0.0				0.0	0.0	
Zfp846											0.0											0.0	0.0			0.0
Ablim3	0.0	0.0			0.0								0.0			1.0		0.0	0.0	1.0		0.0	0.0	1.0		0.0
Rab11fip3																	0.0	0.0					0.0			
Padi4		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Igsf8		1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Ptpru	1.0	0.0				0.0	0.0				0.0	0.0			0.0			0.0	0.0			0.0	0.0	0.0	0.0	
Dph2																							0.0			
Zfp687																							0.0			
Ccng1				1.0			1.0																			
Gins4					1.0				1.0																	
Tcta																							0.0			
Zfp462	1.0	0.0				1.0	1.0		1.0			1.0	1.0		1.0				1.0		1.0		0.0	1.0	1.0	
Sox8		1.0	0.0	0.0		0.0	0.0	0.0				0.0			0.0	0.0	0.0	0.0	0.0	0.0	1.0		0.0	0.0	0.0	0.0
Isg20l2																										
Bzrap1	0.0		1.0			1.0							0.0		1.0			0.0	0.0			0.0	0.0	1.0	1.0	0.0
Scrg1		1.0	0.0	0.0			0.0	0.0		0.0	1.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.0
6330418K02Rik																						0.0	0.0			
Klhl1	0.0	0.0			0.0	0.0				0.0	0.0		0.0	0.0			0.0	0.0	0.0			0.0	0.0			0.0
1110012L19Rik							1.0	1.0																		
Ednrb		1.0	0.0		1.0	0.0	0.0	0.0			1.0	0.0			0.0	0.0			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Abtb2			0.0			0.0	0.0	0.0				0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Wdr54																		0.0					0.0			0.0
Pip5k1b		0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0				0.0	0.0	0.0
Nos1	0.0	0.0	1.0		0.0	1.0					0.0		0.0	0.0	1.0			0.0	1.0	1.0			0.0		1.0	0.0
Prep																										
Zfp317																										
Tom1l2																							0.0			
Hba-a1											0.0												1.0			
Slc37a4																							0.0			
Suclg2	1.0	1.0	0.0			0.0		0.0			1.0			0.0	0.0	0.0				0.0		1.0		0.0	0.0	
Zfp652os	0.0	0.0	0.0		0.0	0.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0		0.0	0.0		0.0	0.0
Myrip	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acad9																										
Tub							1.0				0.0					1.0							0.0			0.0
Srrm4	0.0	0.0	1.0			1.0		1.0	1.0			1.0	1.0	1.0	1.0				1.0	1.0			0.0	1.0	1.0	0.0
Acer3		0.0	0.0			0.0						0.0	0.0		0.0		0.0		0.0	0.0				0.0	0.0	
Lnx2	0.0	0.0	1.0		0.0	1.0					0.0	1.0	0.0	0.0					0.0	1.0	0.0		0.0		0.0	
Dync1h1			1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Pgd																										
Ppfibp2	0.0		0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	
Fhod1		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Pcx	0.0	1.0	0.0			0.0		0.0				0.0	0.0		0.0				0.0	0.0				0.0	0.0	
Ppp1r3g			0.0			0.0	0.0	0.0		0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cep85l	0.0	0.0	0.0			0.0					0.0	1.0	0.0		0.0		0.0						0.0		0.0	
Gm3636											0.0												0.0			0.0
Apc	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0				1.0	1.0			1.0	1.0	
Rnaset2b	1.0	1.0	0.0			0.0				1.0		0.0			0.0	0.0		1.0		0.0		1.0		0.0	0.0	
Sash1		1.0	0.0			0.0						0.0		0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Tshz3	0.0	0.0	1.0									0.0	0.0		0.0	1.0			0.0	1.0			0.0			
A830029E22Rik	0.0	0.0	0.0	0.0	0.0		1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc186																										
Iqsec3	0.0	0.0	1.0			1.0				0.0	0.0	1.0	0.0		1.0		0.0	0.0	0.0			0.0	0.0	1.0	1.0	0.0
Paqr4							1.0																0.0			
Ccdc173	0.0	0.0	0.0			0.0						0.0			0.0				0.0	0.0			0.0	0.0	0.0	0.0
Slc12a7		0.0	0.0			0.0		0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Ppat																										
E2f1																										
Frmd4b	0.0	0.0		1.0					1.0	1.0					0.0				1.0	0.0			0.0	0.0	1.0	
Ecsit	0.0	0.0	1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0								1.0		
Ank							1.0	1.0																		
Prorsd1																										
Fam217b	0.0	0.0	0.0										0.0				0.0		0.0	0.0			0.0			0.0
Gxylt1																										
Lpin1	0.0	0.0																	1.0				0.0		1.0	0.0
Fuk		0.0	0.0			0.0		0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Herpud1							1.0	1.0								1.0										
Cpt1a		1.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Gnao1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0				1.0				1.0	1.0	
Msi2		1.0		1.0	1.0	0.0									0.0					0.0					0.0	
Colgalt2	0.0		0.0	0.0		0.0	0.0	0.0	0.0		1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
March6	0.0		1.0	1.0			1.0	1.0	1.0						1.0	1.0				1.0				1.0		
Kcnj4	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6330416G13Rik		0.0	0.0			0.0		0.0			0.0	0.0	0.0		0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Thoc6									1.0																	
Eva1b	0.0		0.0			0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Fam53a									1.0																	
Ruvbl2	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0				1.0			1.0		1.0	1.0	1.0
Mta2	1.0				1.0				1.0				1.0		0.0				1.0	0.0		1.0				
Zfp68			1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Cdkl5	0.0	0.0				1.0	1.0	1.0					0.0		1.0								0.0		1.0	0.0
Asxl2																										
Chil1	0.0	1.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Adam9																					1.0		0.0			
Pik3c2a																							0.0			
Camk1g	0.0	0.0	1.0		0.0	1.0				0.0			0.0		1.0		0.0	0.0	0.0				0.0	1.0		
Ncdn	0.0	0.0	1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Shc2		0.0			0.0					0.0	0.0				1.0		0.0	0.0					0.0			
Nfe2l3	0.0	0.0	1.0								0.0		0.0			1.0		0.0		1.0			0.0			0.0
Trim9	0.0	1.0								0.0								0.0				0.0	0.0			0.0
Mesdc2		1.0	0.0	1.0	1.0		1.0	1.0	1.0		1.0					1.0				0.0		1.0		0.0	0.0	
Prkcd																										
Unc5b		0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Wdyhv1																										
Ano4	0.0	0.0			0.0	0.0		0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
Gmpr										1.0						1.0							1.0			
Wdr59																	0.0					0.0	0.0			0.0
Spred2																										
Opn3		0.0	0.0			0.0					0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Stxbp5																	0.0						0.0			
Kcne1l		1.0	0.0			0.0	0.0	0.0		0.0	1.0	0.0			0.0			0.0	0.0	0.0			0.0	0.0	0.0	
Gm10020									1.0																	
Cmtm6																		1.0								
Adgrv1		1.0	0.0	0.0		0.0		0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Mkrn2							1.0	1.0	1.0																	
Smim4		0.0				1.0			1.0															1.0		
Metrn		1.0	0.0		1.0	0.0	0.0	0.0			1.0	0.0			0.0	0.0			0.0	0.0	1.0			0.0	0.0	
Scn5a		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nsf							1.0	1.0								1.0										
Utp3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0		1.0	1.0		1.0	1.0	
Hmga1											0.0												0.0			
Echdc1		1.0	0.0			0.0						0.0							0.0	0.0				0.0	0.0	
Zic5	1.0	1.0	0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Ipo9							1.0		1.0																	
Rrp1b																										
Nup160																	0.0									
4930481A15Rik	0.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0
Wwp1																										
Katnal2		0.0	0.0			0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sf3b3	1.0	0.0	0.0		1.0	0.0			1.0						0.0					0.0				0.0	0.0	
Mc4r	0.0	0.0	1.0	0.0	0.0		0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0			0.0
Tmem101							1.0	1.0																		
Gdpd2	0.0	1.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fancb		0.0	0.0	0.0		0.0	0.0					0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
Zfp74																							0.0			
4930558J18Rik		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdyl	1.0	0.0	0.0			0.0		0.0				0.0		0.0	0.0				0.0	0.0				0.0	0.0	
Myl6b	0.0	0.0	1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0				1.0	1.0	0.0
Mcm10	1.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0		0.0	0.0	0.0			0.0	0.0				0.0	0.0	
Hibadh		1.0	0.0		1.0	0.0			1.0		1.0	0.0	0.0		0.0	1.0			0.0	0.0		1.0		0.0	0.0	
Ppfibp1	1.0		0.0			0.0								0.0	0.0		0.0		0.0				0.0		0.0	
Rogdi							1.0	1.0								1.0		1.0								
Hpgds							0.0	0.0									0.0	1.0					0.0			0.0
Dennd5b	0.0	0.0						1.0	1.0			0.0				1.0				1.0						
Ccdc80		1.0	0.0		1.0	0.0		0.0			1.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Cog2																										
Nfatc4			0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Prdm16																					0.0		0.0			0.0
Tmem87b																							0.0			
Mmp11																0.0	0.0	0.0				1.0	0.0			
Nap1l3							1.0									1.0		0.0				0.0	0.0			0.0
Fam78b	0.0	0.0	1.0			1.0						1.0			1.0					1.0			0.0	1.0	1.0	0.0
Tmem38b																							0.0			
Cacng3	0.0	0.0		0.0	0.0								0.0				0.0	0.0	0.0		0.0	0.0	0.0		1.0	0.0
Fam174a	1.0	1.0		1.0			1.0	1.0	1.0	1.0	1.0	0.0	1.0		1.0	1.0			0.0	0.0	1.0	1.0		0.0		
Tubb2a	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Pop1																							0.0			
Pcdh9	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0	1.0		0.0	1.0	1.0	
Filip1		0.0	0.0	0.0	0.0	0.0					0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0
Tepp	0.0	0.0	0.0		0.0	0.0			0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Aaas																										
Samhd1																										
Pum3	1.0					1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0				1.0				1.0	1.0	
Cadm1	1.0	1.0	1.0			1.0	1.0	1.0	1.0			1.0		1.0		1.0			0.0	1.0	1.0	1.0		1.0		
Top1mt																										
Axin1																							0.0			
Bicd2																							0.0			
Efna3	0.0	0.0	1.0	1.0		1.0	1.0	1.0			0.0	1.0	0.0		1.0	1.0		0.0		1.0			0.0	1.0	1.0	0.0
Id2	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0	
Tpm4	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0	1.0		1.0	1.0				1.0
Zswim4											0.0												0.0			
Bend3	0.0	0.0				0.0	0.0					0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0
Syt4	0.0			1.0		1.0	1.0	1.0				1.0			1.0				1.0				0.0	1.0	1.0	0.0
Hba-x	1.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0			0.0	0.0	0.0			0.0	0.0	0.0		1.0	0.0	0.0	
Fibp		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Lztr1	0.0					1.0	1.0								1.0											
Sdk1	0.0	0.0				1.0	0.0			0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	
Kcnj3	0.0	0.0	1.0		0.0	1.0				0.0	0.0	1.0	0.0	0.0	1.0		0.0	0.0	0.0			0.0	0.0	1.0	1.0	0.0
Mtif3																										
Rangrf							1.0		1.0																	
Gtdc1							1.0									1.0										
Lmbrd1																1.0										
Csrp2bp																										
Plxna4	0.0					1.0	1.0	1.0	1.0			1.0			1.0				1.0				0.0		1.0	
Fam63a																										
Draxin				1.0						0.0												0.0	0.0			0.0
Armc5																							0.0			
Hnrnpd	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0	
Ubap2							1.0		1.0																	
Pxn																							0.0			
Rabgef1																										
Slco3a1	0.0	0.0				1.0						1.0	0.0		1.0			0.0	0.0				0.0	1.0	1.0	
Cdca8	1.0		0.0		1.0	0.0			1.0			0.0	1.0		0.0				0.0	0.0			1.0	0.0	0.0	1.0
Ncoa3																										
Mycn	1.0				1.0	1.0	1.0		1.0			1.0	1.0		1.0				1.0	1.0				1.0	1.0	
Zfp101																										
0610011F06Rik		1.0	0.0				1.0	1.0	1.0		1.0					1.0				0.0	1.0	1.0		0.0		
Cryz																										
Taf11	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Mcm8								0.0																		
Sco1											0.0												0.0			
Garnl3							1.0	1.0		0.0													0.0			
Amn1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Arhgap23	0.0	0.0	1.0			1.0	1.0				0.0		0.0		1.0				0.0					1.0	1.0	
Zfp219								0.0																		
Nek6	1.0	1.0	0.0			0.0	1.0		1.0		1.0		1.0							0.0		1.0		0.0		
Pds5b																										
Oca2	0.0	0.0	0.0	0.0	0.0					0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
Ccdc112		0.0	1.0			1.0	1.0	1.0							1.0	1.0			0.0	1.0			0.0	1.0	1.0	
Dmrt3	1.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		1.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0
Pcolce2		0.0	0.0			0.0		0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Stc2		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cpa4		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0610009O20Rik																										
Klf6	0.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0		1.0	1.0		1.0	0.0		1.0	1.0		1.0	1.0	1.0
Gdpd5	0.0	0.0	1.0			1.0	1.0					1.0	0.0		1.0								0.0	1.0	1.0	
Selenbp1		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Fastkd3																										
Rhoc		1.0	0.0		1.0					1.0	1.0	0.0							0.0	0.0	1.0	1.0		0.0	0.0	1.0
Rad1																										
Ccdc117																										
Plekhh3	0.0		0.0			0.0						0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Tbc1d24							1.0									1.0							0.0			
Hccs	1.0	1.0			1.0			1.0	1.0				1.0							0.0						
Rars2								1.0																		
